time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9
1.103678941726684570e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.204013347625732422e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.304347872734069824e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.404682278633117676e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.505016684532165527e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.605351209640502930e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.705685615539550781e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.806020021438598633e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.906354546546936035e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.006689071655273438e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.107023477554321289e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.207357883453369141e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.307692289352416992e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.408026695251464844e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.508361101150512695e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.608695745468139648e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.709030151367187500e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.809364557266235352e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
2.909698963165283203e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.010033369064331055e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.110367774963378906e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.210702419281005859e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.311036825180053711e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.411371231079101562e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.511705636978149414e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.612040042877197266e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.712374687194824219e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.812709093093872070e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
3.913043498992919922e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.013378143310546875e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.113712310791015625e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.214046955108642578e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.314381122589111328e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.414715766906738281e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.515049934387207031e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.615384578704833984e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.715719223022460938e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.816053390502929688e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
4.916388034820556641e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.016722202301025391e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.117056846618652344e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.217391490936279297e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.317725658416748047e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.418060302734375000e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.518394470214843750e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.618729114532470703e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.719063758850097656e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.819397926330566406e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
5.919732570648193359e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.020066738128662109e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.120401382446289062e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.220735549926757812e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.321070194244384766e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.421404838562011719e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.521739006042480469e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.622073650360107422e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.722407817840576172e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.822742462158203125e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
6.923077106475830078e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.023411273956298828e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.123745918273925781e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.224080085754394531e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.324414730072021484e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.424749374389648438e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.525083541870117188e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.625418186187744141e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.725752353668212891e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.826086997985839844e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
7.926421642303466797e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.026756286621093750e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.127090454101562500e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.227424621582031250e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.327758789062500000e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.428093910217285156e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.528428077697753906e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.628762245178222656e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.729097366333007812e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.829431533813476562e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
8.929765701293945312e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.030099868774414062e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.130434989929199219e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.230769157409667969e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.331103324890136719e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.431438446044921875e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.531772613525390625e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.632106781005859375e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.732441902160644531e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.832776069641113281e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
9.933110237121582031e+00,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.003344440460205078e+01,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.013377952575683594e+01,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.023411369323730469e+01,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.033444786071777344e+01,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.043478298187255859e+01,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
1.053511714935302734e+01,2.236068248748779297e+00,5.477223396301269531e-01,3.162277936935424805e+00,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,4.472136497497558594e-02
