time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15
1.505016684532165527e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
1.605351209640502930e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
1.705685615539550781e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
1.806020021438598633e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
1.906354546546936035e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.006689071655273438e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.107023477554321289e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.207357883453369141e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.307692289352416992e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.408026695251464844e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.508361101150512695e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.608695745468139648e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.709030151367187500e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.809364557266235352e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
2.909698963165283203e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.010033369064331055e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.110367774963378906e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.210702419281005859e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.311036825180053711e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.411371231079101562e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.511705636978149414e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.612040042877197266e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.712374687194824219e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.812709093093872070e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
3.913043498992919922e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.013378143310546875e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.113712310791015625e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.214046955108642578e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.314381122589111328e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.414715766906738281e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.515049934387207031e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.615384578704833984e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.715719223022460938e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.816053390502929688e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
4.916388034820556641e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.016722202301025391e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.117056846618652344e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.217391490936279297e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.317725658416748047e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.418060302734375000e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.518394470214843750e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.618729114532470703e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.719063758850097656e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.819397926330566406e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
5.919732570648193359e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.020066738128662109e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.120401382446289062e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.220735549926757812e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.321070194244384766e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.421404838562011719e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.521739006042480469e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.622073650360107422e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
6.722407817840576172e+00,2.236068248748779297e+00,4.472136199474334717e-01,5.477221012115478516e-01,4.472136199474334717e-01,1.000000089406967163e-01,4.472136497497558594e-02,3.162277936935424805e+00,4.472136199474334717e-01,4.472136199474334717e-01,2.236068010330200195e+00,1.414213329553604126e-01,7.071065902709960938e-01,4.472136199474334717e-01,2.000000000000000000e+00,7.071067690849304199e-01,7.071076035499572754e-01
